ID,LID,Height,Width,Dir,LinkID
1952,12813,0.2,0.15,1,362
1953,12814,0.2,0.15,1,363
1954,12815,0.2,0.15,1,363
1955,12816,0.2,0.15,1,802
1956,12817,0.2,0.15,1,364
1957,12818,0.2,0.15,1,365
1958,12819,0.2,0.15,1,366
1959,12820,0.2,0.15,1,367
1960,12821,0.2,0.15,1,334
1961,12822,0.2,0.15,1,332
1962,12823,0.2,0.15,1,333
1963,12824,0.2,0.15,1,334
1964,12825,0.2,0.15,1,335
1965,12826,0.2,0.15,1,336
1966,12827,0.2,0.15,1,337
1967,12828,0.2,0.15,1,338
1968,12829,0.2,0.15,1,339
1969,12830,0.2,0.15,1,340
1970,12831,0.2,0.15,1,778
1971,12832,0.2,0.15,1,341
1972,12833,0.2,0.15,1,322
1973,12834,0.2,0.15,1,323
1974,12835,0.2,0.15,1,759
1975,12836,0.2,0.15,1,323
1976,12837,0.2,0.15,1,324
1977,12838,0.2,0.15,1,324
1978,12839,0.2,0.15,1,325
1979,12840,0.2,0.15,1,325
1980,12841,0.2,0.15,1,326
1981,12842,0.2,0.15,1,326
1982,12843,0.2,0.15,1,326
1983,12844,0.2,0.15,1,326
1984,12845,0.2,0.15,1,327
1985,12846,0.2,0.15,1,764
1986,12847,0.2,0.15,1,327
1987,12848,0.2,0.15,1,327
1988,12849,0.2,0.15,1,328
1989,12850,0.2,0.15,1,766
1990,12851,0.2,0.15,1,329
1991,12852,0.2,0.15,1,329
1992,12853,0.2,0.15,1,329
1993,12854,0.2,0.15,1,330
1994,12855,0.2,0.15,1,330
1995,12856,0.2,0.15,1,330
1996,12857,0.2,0.15,1,330
1997,12858,0.2,0.15,1,331
1998,12859,0.2,0.15,1,331
1999,12860,0.2,0.15,1,331
2000,12861,0.2,0.15,1,332
2001,12862,0.2,0.15,1,333
2002,12863,0.2,0.15,1,333
2003,12864,0.2,0.15,1,334
2004,12865,0.2,0.15,1,318
2005,12866,0.2,0.15,1,318
2006,12867,0.2,0.15,1,319
2007,12868,0.2,0.15,1,319
2008,12869,0.2,0.15,1,756
2009,12870,0.2,0.15,1,319
2010,12871,0.2,0.15,1,319
2011,12872,0.2,0.15,1,757
2012,12873,0.2,0.15,1,320
2013,12874,0.2,0.15,1,758
2014,12875,0.2,0.15,1,320
2015,12876,0.2,0.15,1,321
2016,12877,0.2,0.15,1,320
2017,12878,0.2,0.15,1,320
2018,12879,0.2,0.15,1,300
2019,12880,0.2,0.15,1,301
2020,12881,0.2,0.15,1,301
2021,12882,0.2,0.15,1,302
2022,12883,0.2,0.15,1,303
2023,12884,0.2,0.15,1,304
2024,12885,0.2,0.15,1,304
2025,12886,0.2,0.15,1,741
2026,12887,0.2,0.15,1,304
2027,12888,0.2,0.15,1,305
2028,12889,0.2,0.15,1,742
2029,12890,0.2,0.15,1,306
2030,12891,0.2,0.15,1,743
2031,12892,0.2,0.15,1,307
2032,12893,0.2,0.15,1,307
2033,12894,0.2,0.15,1,308
2034,12895,0.2,0.15,1,308
2035,12896,0.2,0.15,1,745
2036,12897,0.2,0.15,1,308
2037,12898,0.2,0.15,1,309
2038,12899,0.2,0.15,1,746
2039,12900,0.2,0.15,1,310
2040,12901,0.2,0.15,1,747
2041,12902,0.2,0.15,1,311
2042,12903,0.2,0.15,1,312
2043,12904,0.2,0.15,1,749
2044,12905,0.2,0.15,1,313
2045,12906,0.2,0.15,1,313
2046,12907,0.2,0.15,1,313
2047,12908,0.2,0.15,1,314
2048,12909,0.2,0.15,1,315
2049,12910,0.2,0.15,1,316
2050,12911,0.2,0.15,1,6481
2051,12912,0.2,0.15,1,6482
2052,12913,0.2,0.15,1,6483
2053,12914,0.2,0.15,1,6484
2054,12915,0.2,0.15,1,6485
2055,12916,0.2,0.15,1,6486
2056,12917,0.2,0.15,1,6488
2057,12918,0.2,0.15,1,6489
2058,12919,0.2,0.15,1,6501
2059,12920,0.2,0.15,1,298
2060,12921,0.2,0.15,1,6505
2061,12922,0.2,0.15,1,299
2062,12923,0.2,0.15,1,1313
2063,12924,0.2,0.15,1,1315
2064,12925,0.2,0.15,1,16449
2065,12926,0.2,0.15,1,1318
2066,12927,0.2,0.15,1,16448
2067,12928,0.2,0.15,1,16447
2068,12929,0.2,0.15,1,16446
2069,12930,0.2,0.15,1,16445
2070,12931,0.2,0.15,1,16444
2071,12932,0.2,0.15,1,16443
2072,12933,0.2,0.15,1,16442
2073,12934,0.2,0.15,1,16441
2074,12935,0.2,0.15,1,16440
2075,12936,0.2,0.15,1,16439
2076,12937,0.2,0.15,1,16438
2077,12938,0.2,0.15,1,16437
2078,12939,0.2,0.15,1,1331
2079,12940,0.2,0.15,1,16436
2080,12941,0.2,0.15,1,852
2081,12942,0.2,0.15,1,851
2082,12943,0.2,0.15,1,850
2083,12944,0.2,0.15,1,850
2084,12945,0.2,0.15,1,848
2085,12946,0.2,0.15,1,847
2086,12947,0.2,0.15,1,846
2087,12948,0.2,0.15,1,845
2088,12949,0.2,0.15,1,844
2089,12950,0.2,0.15,1,843
2090,12951,0.2,0.15,1,842
2091,12952,0.2,0.15,1,841
2092,12953,0.2,0.15,1,840
2093,12954,0.2,0.15,1,839
2094,12955,0.2,0.15,1,838
2095,12956,0.2,0.15,1,837
2096,12957,0.2,0.15,1,836
2097,12958,0.2,0.15,1,835
2098,12959,0.2,0.15,1,834
2099,12960,0.2,0.15,1,833
2100,12961,0.2,0.15,1,832
2101,12962,0.2,0.15,1,831
2102,12963,0.2,0.15,1,830
2103,12964,0.2,0.15,1,829
2104,12965,0.2,0.15,1,828
2105,12966,0.2,0.15,1,827
2106,12967,0.2,0.15,1,826
2107,12968,0.2,0.15,1,825
2108,12969,0.2,0.15,1,824
2109,12970,0.2,0.15,1,823
2110,12971,0.2,0.15,1,822
2111,12972,0.2,0.15,1,821
2112,12973,0.2,0.15,1,820
2113,12974,0.2,0.15,1,819
2114,12975,0.2,0.15,1,818
2115,12976,0.2,0.15,1,817
2116,12977,0.2,0.15,1,816
2117,12978,0.2,0.15,1,815
2118,12979,0.2,0.15,1,814
2119,12980,0.2,0.15,1,813
2120,12981,0.2,0.15,1,812
2121,12982,0.2,0.15,1,811
2122,12983,0.2,0.15,1,778
2123,12984,0.2,0.15,1,777
2124,12985,0.2,0.15,1,776
2125,12986,0.2,0.15,1,775
2126,12987,0.2,0.15,1,774
2127,12988,0.2,0.15,1,773
2128,12989,0.2,0.15,1,772
2129,12990,0.2,0.15,1,771
2130,12991,0.2,0.15,1,770
2131,12992,0.2,0.15,1,769
2132,12993,0.2,0.15,1,768
2133,12994,0.2,0.15,1,767
2134,12995,0.2,0.15,1,766
2135,12996,0.2,0.15,1,765
2136,12997,0.2,0.15,1,764
2137,12998,0.2,0.15,1,763
2138,12999,0.2,0.15,1,762
2139,13000,0.2,0.15,1,761
2140,13001,0.2,0.15,1,760
2141,13002,0.2,0.15,1,760
2142,13003,0.2,0.15,1,760
2143,13004,0.2,0.15,1,1428
2144,13005,0.2,0.15,1,1435
2145,13006,0.2,0.15,1,1436
2146,13007,0.2,0.15,1,1437
2147,13008,0.2,0.15,1,1439
2148,13009,0.2,0.15,1,6412
2149,13010,0.2,0.15,1,6413
2150,13011,0.2,0.15,1,6414
2151,13012,0.2,0.15,1,6415
2152,13013,0.2,0.15,1,6416
2153,13014,0.2,0.15,1,6417
2154,13015,0.2,0.15,1,6418
2155,13016,0.2,0.15,1,741
2156,13017,0.2,0.15,1,740
2157,13018,0.2,0.15,1,739
2158,13019,0.2,0.15,1,738
2159,13020,0.2,0.15,1,738
2160,13021,0.2,0.15,1,1461
2161,13022,0.2,0.15,1,6437
2162,13023,0.2,0.15,1,6436
2163,13024,0.2,0.15,1,6435
2164,13025,0.2,0.15,1,6434
2165,13026,0.2,0.15,1,6433
2166,13027,0.2,0.15,1,6432
2167,13028,0.2,0.15,1,6431
2168,13029,0.2,0.15,1,6430
2169,13030,0.2,0.15,1,6429
2170,13031,0.2,0.15,1,6428
2171,13032,0.2,0.15,1,6427
2172,13033,0.2,0.15,1,6426
2173,13034,0.2,0.15,1,6425
2174,13035,0.2,0.15,1,1475
2175,13036,0.2,0.15,1,6424
2176,13037,0.2,0.15,1,711
2177,13038,0.2,0.15,1,710
2178,13039,0.2,0.15,1,709
2179,13040,0.2,0.15,1,708
2180,13041,0.2,0.15,1,707
2181,13042,0.2,0.15,1,706
2182,13043,0.2,0.15,1,705
2183,13044,0.2,0.15,1,704
2184,13045,0.2,0.15,1,703
2185,13046,0.2,0.15,1,702
2186,13047,0.2,0.15,1,701
2187,13048,0.2,0.15,1,700
2188,13049,0.2,0.15,1,698
2189,13050,0.2,0.15,1,697
2190,13051,0.2,0.15,1,696
2191,13052,0.2,0.15,1,695
2192,13053,0.2,0.15,1,694
2193,13054,0.2,0.15,1,693
2194,13055,0.2,0.15,1,692
2195,13056,0.2,0.15,1,691
2196,13057,0.2,0.15,1,690
2197,13058,0.2,0.15,1,690
2198,13059,0.2,0.15,1,689
2199,13060,0.2,0.15,1,688
2200,13061,0.2,0.15,1,687
2201,13062,0.2,0.15,1,686
2202,13063,0.2,0.15,1,684
2203,13064,0.2,0.15,1,683
2204,13065,0.2,0.15,1,682
2205,13066,0.2,0.15,1,681
2206,13067,0.2,0.15,1,680
2207,13068,0.2,0.15,1,679
2208,13069,0.2,0.15,1,678
2209,13070,0.2,0.15,1,677
2210,13071,0.2,0.15,1,677
2211,13072,0.2,0.15,1,676
2212,13073,0.2,0.15,1,675
2213,13074,0.2,0.15,1,674
2214,13075,0.2,0.15,1,673
2215,13076,0.2,0.15,1,671
2216,13077,0.2,0.15,1,670
2217,13078,0.2,0.15,1,669
2218,13079,0.2,0.15,1,668
2219,13080,0.2,0.15,1,667
2220,13081,0.2,0.15,1,666
2221,13082,0.2,0.15,1,665
2222,13083,0.2,0.15,1,664
2223,13084,0.2,0.15,1,663
2224,13085,0.2,0.15,1,662
2225,13086,0.2,0.15,1,661
2226,13087,0.2,0.15,1,660
2227,13088,0.2,0.15,1,659
2228,13089,0.2,0.15,1,658
2229,13090,0.2,0.15,1,657
2230,13091,0.2,0.15,1,656
2231,13092,0.2,0.15,1,655
2232,13093,0.2,0.15,1,654
2233,13094,0.2,0.15,1,653
2234,13095,0.2,0.15,1,652
2235,13096,0.2,0.15,1,651
2236,13097,0.2,0.15,1,1646
2237,13098,0.2,0.15,1,1647
2238,13099,0.2,0.15,1,1649
2239,13100,0.2,0.15,1,1650
2240,13101,0.2,0.15,1,1652
2241,13102,0.2,0.15,1,1653
2242,13103,0.2,0.15,1,1654
2243,13104,0.2,0.15,1,1655
2244,13105,0.2,0.15,1,1656
2245,13106,0.2,0.15,1,1657
2246,13107,0.2,0.15,1,531
2247,13108,0.2,0.15,1,530
2248,13109,0.2,0.15,1,529
2249,13110,0.2,0.15,1,528
2250,13111,0.2,0.15,1,528
2251,13112,0.2,0.15,1,526
2252,13113,0.2,0.15,1,525
2253,13114,0.2,0.15,1,524
2254,13115,0.2,0.15,1,523
2255,13116,0.2,0.15,1,522
2256,13117,0.2,0.15,1,521
2257,13118,0.2,0.15,1,520
2258,13119,0.2,0.15,1,519
2259,13120,0.2,0.15,1,518
2260,13121,0.2,0.15,1,517
2261,13122,0.2,0.15,1,516
2262,13123,0.2,0.15,1,515
2263,13124,0.2,0.15,1,514
2264,13125,0.2,0.15,1,513
2265,13126,0.2,0.15,1,512
2266,13127,0.2,0.15,1,510
2267,13128,0.2,0.15,1,509
2268,13129,0.2,0.15,1,508
2269,13130,0.2,0.15,1,507
2270,13131,0.2,0.15,1,506
2271,13132,0.2,0.15,1,505
2272,13133,0.2,0.15,1,504
2273,13134,0.2,0.15,1,503
2274,13135,0.2,0.15,1,502
2275,13136,0.2,0.15,1,501
2276,13137,0.2,0.15,1,500
2277,13138,0.2,0.15,1,499
2278,13139,0.2,0.15,1,498
2279,13140,0.2,0.15,1,497
2280,13141,0.2,0.15,1,497
2281,13142,0.2,0.15,1,496
2282,13143,0.2,0.15,1,495
2283,13144,0.2,0.15,1,494
2284,13145,0.2,0.15,1,493
2285,13146,0.2,0.15,1,492
2286,13147,0.2,0.15,1,491
2287,13148,0.2,0.15,1,1699
2288,13149,0.2,0.15,1,489
2289,13150,0.2,0.15,1,488
2290,13151,0.2,0.15,1,487
2291,13152,0.2,0.15,1,486
2292,13153,0.2,0.15,1,485
2293,13154,0.2,0.15,1,484
2294,13155,0.2,0.15,1,483
2295,13156,0.2,0.15,1,482
2296,13157,0.2,0.15,1,481
2297,13158,0.2,0.15,1,480
2298,13159,0.2,0.15,1,479
2299,13160,0.2,0.15,1,478
2300,13161,0.2,0.15,1,477
2301,13162,0.2,0.15,1,476
2302,13163,0.2,0.15,1,475
2303,13164,0.2,0.15,1,474
2304,13165,0.2,0.15,1,473
2305,13166,0.2,0.15,1,472
2306,13167,0.2,0.15,1,471
2307,13168,0.2,0.15,1,470
2308,13169,0.2,0.15,1,469
2309,13170,0.2,0.15,1,468
2310,13171,0.2,0.15,1,467
2311,13172,0.2,0.15,1,466
2312,13173,0.2,0.15,1,465
2313,13174,0.2,0.15,1,464
2314,13175,0.2,0.15,1,463
2315,13176,0.2,0.15,1,462
2316,13177,0.2,0.15,1,461
2317,13178,0.2,0.15,1,460
2318,13179,0.2,0.15,1,459
2319,13180,0.2,0.15,1,458
2320,13181,0.2,0.15,1,457
2321,13182,0.2,0.15,1,456
2322,13183,0.2,0.15,1,455
2323,13184,0.2,0.15,1,454
2324,13185,0.2,0.15,1,453
2325,13186,0.2,0.15,1,452
2326,13187,0.2,0.15,1,451
2327,13188,0.2,0.15,1,450
2328,13189,0.2,0.15,1,449
2329,13190,0.2,0.15,1,448
2330,13191,0.2,0.15,1,447
2331,13192,0.2,0.15,1,446
2332,13193,0.2,0.15,1,445
2333,13194,0.2,0.15,1,443
2334,13195,0.2,0.15,1,442
2335,13196,0.2,0.15,1,441
2336,13197,0.2,0.15,1,440
2337,13198,0.2,0.15,1,439
2338,13199,0.2,0.15,1,438
2339,13200,0.2,0.15,1,438
2340,13201,0.2,0.15,1,437
2341,13202,0.2,0.15,1,437
2342,13203,0.2,0.15,1,6375
2343,13204,0.2,0.15,1,6376
2344,13205,0.2,0.15,1,6377
2345,13206,0.2,0.15,1,6378
2346,13207,0.2,0.15,1,6379
2347,13208,0.2,0.15,1,1
2348,13209,0.2,0.15,1,1
2349,13210,0.2,0.15,1,2
2350,13211,0.2,0.15,1,438
2351,13212,0.2,0.15,1,3
2352,13213,0.2,0.15,1,439
2353,13214,0.2,0.15,1,4
2354,13215,0.2,0.15,1,440
2355,13216,0.2,0.15,1,5
2356,13217,0.2,0.15,1,441
2357,13218,0.2,0.15,1,6
2358,13219,0.2,0.15,1,442
2359,13220,0.2,0.15,1,7
2360,13221,0.2,0.15,1,8
2361,13222,0.2,0.15,1,444
2362,13223,0.2,0.15,1,9
2363,13224,0.2,0.15,1,11
2364,13225,0.2,0.15,1,12
2365,13226,0.2,0.15,1,448
2366,13227,0.2,0.15,1,13
2367,13228,0.2,0.15,1,14
2368,13229,0.2,0.15,1,15
2369,13230,0.2,0.15,1,17
2370,13231,0.2,0.15,1,17
2371,13232,0.2,0.15,1,18
2372,13233,0.2,0.15,1,19
2373,13234,0.2,0.15,1,21
2374,13235,0.2,0.15,1,457
2375,13236,0.2,0.15,1,22
2376,13237,0.2,0.15,1,23
2377,13238,0.2,0.15,1,24
2378,13239,0.2,0.15,1,25
2379,13240,0.2,0.15,1,26
2380,13241,0.2,0.15,1,27
2381,13242,0.2,0.15,1,28
2382,13243,0.2,0.15,1,464
2383,13244,0.2,0.15,1,29
2384,13245,0.2,0.15,1,29
2385,13246,0.2,0.15,1,30
2386,13247,0.2,0.15,1,466
2387,13248,0.2,0.15,1,31
2388,13249,0.2,0.15,1,32
2389,13250,0.2,0.15,1,33
2390,13251,0.2,0.15,1,34
2391,13252,0.2,0.15,1,36
2392,13253,0.2,0.15,1,37
2393,13254,0.2,0.15,1,38
2394,13255,0.2,0.15,1,39
2395,13256,0.2,0.15,1,41
2396,13257,0.2,0.15,1,42
2397,13258,0.2,0.15,1,478
2398,13259,0.2,0.15,1,43
2399,13260,0.2,0.15,1,43
2400,13261,0.2,0.15,1,44
2401,13262,0.2,0.15,1,46
2402,13263,0.2,0.15,1,47
2403,13264,0.2,0.15,1,483
2404,13265,0.2,0.15,1,48
2405,13266,0.2,0.15,1,48
2406,13267,0.2,0.15,1,49
2407,13268,0.2,0.15,1,50
2408,13269,0.2,0.15,1,51
2409,13270,0.2,0.15,1,52
2410,13271,0.2,0.15,1,53
2411,13272,0.2,0.15,1,55
2412,13273,0.2,0.15,1,56
2413,13274,0.2,0.15,1,492
2414,13275,0.2,0.15,1,57
2415,13276,0.2,0.15,1,58
2416,13277,0.2,0.15,1,60
2417,13278,0.2,0.15,1,496
2418,13279,0.2,0.15,1,61
2419,13280,0.2,0.15,1,63
2420,13281,0.2,0.15,1,499
2421,13282,0.2,0.15,1,64
2422,13283,0.2,0.15,1,65
2423,13284,0.2,0.15,1,66
2424,13285,0.2,0.15,1,67
2425,13286,0.2,0.15,1,503
2426,13287,0.2,0.15,1,68
2427,13288,0.2,0.15,1,69
2428,13289,0.2,0.15,1,70
2429,13290,0.2,0.15,1,72
2430,13291,0.2,0.15,1,508
2431,13292,0.2,0.15,1,73
2432,13293,0.2,0.15,1,74
2433,13294,0.2,0.15,1,75
2434,13295,0.2,0.15,1,76
2435,13296,0.2,0.15,1,77
2436,13297,0.2,0.15,1,78
2437,13298,0.2,0.15,1,79
2438,13299,0.2,0.15,1,82
2439,13300,0.2,0.15,1,83
2440,13301,0.2,0.15,1,84
2441,13302,0.2,0.15,1,85
2442,13303,0.2,0.15,1,86
2443,13304,0.2,0.15,1,87
2444,13305,0.2,0.15,1,88
2445,13306,0.2,0.15,1,89
2446,13307,0.2,0.15,1,90
2447,13308,0.2,0.15,1,526
2448,13309,0.2,0.15,1,91
2449,13310,0.2,0.15,1,91
2450,13311,0.2,0.15,1,527
2451,13312,0.2,0.15,1,91
2452,13313,0.2,0.15,1,92
2453,13314,0.2,0.15,1,93
2454,13315,0.2,0.15,1,528
2455,13316,0.2,0.15,1,93
2456,13317,0.2,0.15,1,529
2457,13318,0.2,0.15,1,94
2458,13319,0.2,0.15,1,95
2459,13320,0.2,0.15,1,531
2460,13321,0.2,0.15,1,96
2461,13322,0.2,0.15,1,97
2462,13323,0.2,0.15,1,533
2463,13324,0.2,0.15,1,98
2464,13325,0.2,0.15,1,99
2465,13326,0.2,0.15,1,100
2466,13327,0.2,0.15,1,101
2467,13328,0.2,0.15,1,101
2468,13329,0.2,0.15,1,102
2469,13330,0.2,0.15,1,103
2470,13331,0.2,0.15,1,104
2471,13332,0.2,0.15,1,105
2472,13333,0.2,0.15,1,106
2473,13334,0.2,0.15,1,542
2474,13335,0.2,0.15,1,107
2475,13336,0.2,0.15,1,107
2476,13337,0.2,0.15,1,107
2477,13338,0.2,0.15,1,108
2478,13339,0.2,0.15,1,108
2479,13340,0.2,0.15,1,108
2480,13341,0.2,0.15,1,108
2481,13342,0.2,0.15,1,108
2482,13343,0.2,0.15,1,109
2483,13344,0.2,0.15,1,109
2484,13345,0.2,0.15,1,109
2485,13346,0.2,0.15,1,109
2486,13347,0.2,0.15,1,111
2487,13348,0.2,0.15,1,547
2488,13349,0.2,0.15,1,111
2489,13350,0.2,0.15,1,111
2490,13351,0.2,0.15,1,112
2491,13352,0.2,0.15,1,111
2492,13353,0.2,0.15,1,113
2493,13354,0.2,0.15,1,111
2494,13355,0.2,0.15,1,111
2495,13356,0.2,0.15,1,112
2496,13357,0.2,0.15,1,112
2497,13358,0.2,0.15,1,112
2498,13359,0.2,0.15,1,115
2499,13360,0.2,0.15,1,115
2500,13361,0.2,0.15,1,115
2501,13362,0.2,0.15,1,115
2502,13363,0.2,0.15,1,115
2503,13364,0.2,0.15,1,114
2504,13365,0.2,0.15,1,549
2505,13366,0.2,0.15,1,115
2506,13367,0.2,0.15,1,550
2507,13368,0.2,0.15,1,115
2508,13369,0.2,0.15,1,551
2509,13370,0.2,0.15,1,116
2510,13371,0.2,0.15,1,117
2511,13372,0.2,0.15,1,118
2512,13373,0.2,0.15,1,119
2513,13374,0.2,0.15,1,120
2514,13375,0.2,0.15,1,556
2515,13376,0.2,0.15,1,121
2516,13377,0.2,0.15,1,557
2517,13378,0.2,0.15,1,122
2518,13379,0.2,0.15,1,122
2519,13380,0.2,0.15,1,558
2520,13381,0.2,0.15,1,122
2521,13382,0.2,0.15,1,123
2522,13383,0.2,0.15,1,124
2523,13384,0.2,0.15,1,559
2524,13385,0.2,0.15,1,124
2525,13386,0.2,0.15,1,124
2526,13387,0.2,0.15,1,125
2527,13388,0.2,0.15,1,560
2528,13389,0.2,0.15,1,125
2529,13390,0.2,0.15,1,125
2530,13391,0.2,0.15,1,126
2531,13392,0.2,0.15,1,126
2532,13393,0.2,0.15,1,127
2533,13394,0.2,0.15,1,128
2534,13395,0.2,0.15,1,564
2535,13396,0.2,0.15,1,129
2536,13397,0.2,0.15,1,130
2537,13398,0.2,0.15,1,131
2538,13399,0.2,0.15,1,132
2539,13400,0.2,0.15,1,133
2540,13401,0.2,0.15,1,134
2541,13402,0.2,0.15,1,136
2542,13403,0.2,0.15,1,136
2543,13404,0.2,0.15,1,137
2544,13405,0.2,0.15,1,138
2545,13406,0.2,0.15,1,139
2546,13407,0.2,0.15,1,139
2547,13408,0.2,0.15,1,139
2548,13409,0.2,0.15,1,140
2549,13410,0.2,0.15,1,141
2550,13411,0.2,0.15,1,142
2551,13412,0.2,0.15,1,143
2552,13413,0.2,0.15,1,144
2553,13414,0.2,0.15,1,145
2554,13415,0.2,0.15,1,146
2555,13416,0.2,0.15,1,147
2556,13417,0.2,0.15,1,149
2557,13418,0.2,0.15,1,150
2558,13419,0.2,0.15,1,150
2559,13420,0.2,0.15,1,151
2560,13421,0.2,0.15,1,151
2561,13422,0.2,0.15,1,587
2562,13423,0.2,0.15,1,152
2563,13424,0.2,0.15,1,588
2564,13425,0.2,0.15,1,152
2565,13426,0.2,0.15,1,153
2566,13427,0.2,0.15,1,16089
2567,13428,0.2,0.15,1,154
2568,13429,0.2,0.15,1,155
2569,13430,0.2,0.15,1,155
2570,13431,0.2,0.15,1,155
2571,13432,0.2,0.15,1,156
2572,13433,0.2,0.15,1,157
2573,13434,0.2,0.15,1,158
2574,13435,0.2,0.15,1,159
2575,13436,0.2,0.15,1,161
2576,13437,0.2,0.15,1,163
2577,13438,0.2,0.15,1,599
2578,13439,0.2,0.15,1,164
2579,13440,0.2,0.15,1,165
2580,13441,0.2,0.15,1,166
2581,13442,0.2,0.15,1,167
2582,13443,0.2,0.15,1,168
2583,13444,0.2,0.15,1,169
2584,13445,0.2,0.15,1,170
2585,13446,0.2,0.15,1,172
2586,13447,0.2,0.15,1,173
2587,13448,0.2,0.15,1,174
2588,13449,0.2,0.15,1,175
2589,13450,0.2,0.15,1,176
2590,13451,0.2,0.15,1,177
2591,13452,0.2,0.15,1,178
2592,13453,0.2,0.15,1,179
2593,13454,0.2,0.15,1,180
2594,13455,0.2,0.15,1,181
2595,13456,0.2,0.15,1,183
2596,13457,0.2,0.15,1,184
2597,13458,0.2,0.15,1,185
2598,13459,0.2,0.15,1,187
2599,13460,0.2,0.15,1,188
2600,13461,0.2,0.15,1,189
2601,13462,0.2,0.15,1,190
2602,13463,0.2,0.15,1,191
2603,13464,0.2,0.15,1,192
2604,13465,0.2,0.15,1,193
2605,13466,0.2,0.15,1,194
2606,13467,0.2,0.15,1,195
2607,13468,0.2,0.15,1,196
2608,13469,0.2,0.15,1,196
2609,13470,0.2,0.15,1,196
2610,13471,0.2,0.15,1,197
2611,13472,0.2,0.15,1,198
2612,13473,0.2,0.15,1,199
2613,13474,0.2,0.15,1,200
2614,13475,0.2,0.15,1,201
2615,13476,0.2,0.15,1,637
2616,13477,0.2,0.15,1,202
2617,13478,0.2,0.15,1,202
2618,13479,0.2,0.15,1,202
2619,13480,0.2,0.15,1,203
2620,13481,0.2,0.15,1,205
2621,13482,0.2,0.15,1,206
2622,13483,0.2,0.15,1,641
2623,13484,0.2,0.15,1,206
2624,13485,0.2,0.15,1,206
2625,13486,0.2,0.15,1,206
2626,13487,0.2,0.15,1,206
2627,13488,0.2,0.15,1,207
2628,13489,0.2,0.15,1,643
2629,13490,0.2,0.15,1,208
2630,13491,0.2,0.15,1,209
2631,13492,0.2,0.15,1,209
2632,13493,0.2,0.15,1,209
2633,13494,0.2,0.15,1,209
2634,13495,0.2,0.15,1,646
2635,13496,0.2,0.15,1,210
2636,13497,0.2,0.15,1,212
2637,13498,0.2,0.15,1,213
2638,13499,0.2,0.15,1,649
2639,13500,0.2,0.15,1,214
2640,13501,0.2,0.15,1,214
2641,13502,0.2,0.15,1,214
2642,13503,0.2,0.15,1,216
2643,13504,0.2,0.15,1,217
2644,13505,0.2,0.15,1,218
2645,13506,0.2,0.15,1,219
2646,13507,0.2,0.15,1,656
2647,13508,0.2,0.15,1,220
2648,13509,0.2,0.15,1,220
2649,13510,0.2,0.15,1,657
2650,13511,0.2,0.15,1,221
2651,13512,0.2,0.15,1,224
2652,13513,0.2,0.15,1,225
2653,13514,0.2,0.15,1,226
2654,13515,0.2,0.15,1,227
2655,13516,0.2,0.15,1,227
2656,13517,0.2,0.15,1,228
2657,13518,0.2,0.15,1,229
2658,13519,0.2,0.15,1,230
2659,13520,0.2,0.15,1,231
2660,13521,0.2,0.15,1,232
2661,13522,0.2,0.15,1,233
2662,13523,0.2,0.15,1,234
2663,13524,0.2,0.15,1,239
2664,13525,0.2,0.15,1,240
2665,13526,0.2,0.15,1,677
2666,13527,0.2,0.15,1,241
2667,13528,0.2,0.15,1,242
2668,13529,0.2,0.15,1,244
2669,13530,0.2,0.15,1,245
2670,13531,0.2,0.15,1,246
2671,13532,0.2,0.15,1,247
2672,13533,0.2,0.15,1,248
2673,13534,0.2,0.15,1,249
2674,13535,0.2,0.15,1,250
2675,13536,0.2,0.15,1,250
2676,13537,0.2,0.15,1,252
2677,13538,0.2,0.15,1,253
2678,13539,0.2,0.15,1,254
2679,13540,0.2,0.15,1,256
2680,13541,0.2,0.15,1,257
2681,13542,0.2,0.15,1,258
2682,13543,0.2,0.15,1,259
2683,13544,0.2,0.15,1,260
2684,13545,0.2,0.15,1,261
2685,13546,0.2,0.15,1,261
2686,13547,0.2,0.15,1,264
2687,13548,0.2,0.15,1,265
2688,13549,0.2,0.15,1,266
2689,13550,0.2,0.15,1,266
2690,13551,0.2,0.15,1,267
2691,13552,0.2,0.15,1,267
2692,13553,0.2,0.15,1,267
2693,13554,0.2,0.15,1,268
2694,13555,0.2,0.15,1,268
2695,13556,0.2,0.15,1,269
2696,13557,0.2,0.15,1,269
2697,13558,0.2,0.15,1,269
2698,13559,0.2,0.15,1,270
2699,13560,0.2,0.15,1,708
2700,13561,0.2,0.15,1,271
2701,13562,0.2,0.15,1,272
2702,13563,0.2,0.15,1,710
2703,13564,0.2,0.15,1,273
2704,13565,0.2,0.15,1,274
2705,13566,0.2,0.15,1,275
2706,13567,0.2,0.15,1,276
2707,13568,0.2,0.15,1,278
2708,13569,0.2,0.15,1,279
2709,13570,0.2,0.15,1,280
2710,13571,0.2,0.15,1,718
2711,13572,0.2,0.15,1,281
2712,13573,0.2,0.15,1,282
2713,13574,0.2,0.15,1,283
2714,13575,0.2,0.15,1,284
2715,13576,0.2,0.15,1,285
2716,13577,0.2,0.15,1,286
2717,13578,0.2,0.15,1,287
2718,13579,0.2,0.15,1,288
2719,13580,0.2,0.15,1,289
2720,13581,0.2,0.15,1,290
2721,13582,0.2,0.15,1,291
2722,13583,0.2,0.15,1,291
2723,13584,0.2,0.15,1,6438
