ID,LID,Height,Width,Dir,LinkID
306,11167,0.15,0.15,1,12480
307,11168,0.15,0.15,1,12482
308,11169,0.15,0.15,1,12483
309,11170,0.15,0.15,1,12484
310,11171,0.15,0.15,1,12484
311,11172,0.15,0.15,1,12487
312,11173,0.15,0.15,1,18040
313,11174,0.15,0.15,1,18043
314,11175,0.15,0.15,1,18046
315,11176,0.15,0.15,1,12493
316,11177,0.15,0.15,1,12495
317,11178,0.15,0.15,1,12499
318,11179,0.15,0.15,1,12502
319,11180,0.15,0.15,1,12503
320,11181,0.15,0.15,1,12504
321,11182,0.15,0.15,1,12505
322,11183,0.15,0.15,1,11384
323,11184,0.15,0.15,1,11383
324,11185,0.15,0.15,1,11382
325,11186,0.15,0.15,1,11381
326,11187,0.15,0.15,1,11380
327,11188,0.15,0.15,1,11379
328,11189,0.15,0.15,1,11378
329,11190,0.15,0.15,1,11377
330,11191,0.15,0.15,1,11376
331,11192,0.15,0.15,1,11375
332,11193,0.15,0.15,1,11374
333,11194,0.15,0.15,1,11373
334,11195,0.15,0.15,1,11372
335,11196,0.15,0.15,1,11371
336,11197,0.15,0.15,1,11371
337,11198,0.15,0.15,1,11370
338,11199,0.15,0.15,1,11370
339,11200,0.15,0.15,1,11370
340,11201,0.15,0.15,1,11370
341,11202,0.15,0.15,1,11370
342,11203,0.15,0.15,1,18070
343,11204,0.15,0.15,1,18072
344,11205,0.15,0.15,1,12511
345,11206,0.15,0.15,1,12511
346,11207,0.15,0.15,1,12512
347,11208,0.15,0.15,1,12513
348,11209,0.15,0.15,1,12514
349,11210,0.15,0.15,1,11372
350,11211,0.15,0.15,1,11373
351,11212,0.15,0.15,1,11374
352,11213,0.15,0.15,1,11375
353,11214,0.15,0.15,1,11376
354,11215,0.15,0.15,1,11377
355,11216,0.15,0.15,1,11378
356,11217,0.15,0.15,1,11379
357,11218,0.15,0.15,1,11380
358,11219,0.15,0.15,1,11381
359,11220,0.15,0.15,1,11382
360,11221,0.15,0.15,1,11383
361,11222,0.15,0.15,1,11350
362,11223,0.15,0.15,1,11351
363,11224,0.15,0.15,1,11352
364,11225,0.15,0.15,1,11352
365,11226,0.15,0.15,1,11353
366,11227,0.15,0.15,1,11354
367,11228,0.15,0.15,1,11355
368,11229,0.15,0.15,1,11356
369,11230,0.15,0.15,1,11357
370,11231,0.15,0.15,1,11358
371,11232,0.15,0.15,1,11359
372,11233,0.15,0.15,1,11360
373,11234,0.15,0.15,1,11361
374,11235,0.15,0.15,1,11362
375,11236,0.15,0.15,1,11363
376,11237,0.15,0.15,1,11364
377,11238,0.15,0.15,1,11365
378,11239,0.15,0.15,1,11366
379,11240,0.15,0.15,1,11367
380,11241,0.15,0.15,1,11368
381,11242,0.15,0.15,1,11369
382,11243,0.15,0.15,1,11370
383,11244,0.15,0.15,1,11371
384,11245,0.15,0.15,1,11368
385,11246,0.15,0.15,1,11368
386,11247,0.15,0.15,1,11367
387,11248,0.15,0.15,1,11367
388,11249,0.15,0.15,1,11365
389,11250,0.15,0.15,1,11364
390,11251,0.15,0.15,1,11362
391,11252,0.15,0.15,1,11360
392,11253,0.15,0.15,1,11359
393,11254,0.15,0.15,1,11358
394,11255,0.15,0.15,1,11357
395,11256,0.15,0.15,1,11356
396,11257,0.15,0.15,1,11355
397,11258,0.15,0.15,1,11354
398,11259,0.15,0.15,1,11353
399,11260,0.15,0.15,1,11352
400,11261,0.15,0.15,1,11351
401,11262,0.15,0.15,1,11351
402,11263,0.15,0.15,1,11304
403,11264,0.15,0.15,1,12713
404,11265,0.15,0.15,1,11306
405,11266,0.15,0.15,1,11307
406,11267,0.15,0.15,1,11308
407,11268,0.15,0.15,1,11309
408,11269,0.15,0.15,1,11318
409,11270,0.15,0.15,1,18711
410,11271,0.15,0.15,1,18625
411,11272,0.15,0.15,1,12574
412,11273,0.15,0.15,1,12575
413,11274,0.15,0.15,1,12576
414,11275,0.15,0.15,1,12577
415,11276,0.15,0.15,1,12577
416,11277,0.15,0.15,1,12416
417,11278,0.15,0.15,1,12417
418,11279,0.15,0.15,1,12418
419,11280,0.15,0.15,1,12420
420,11281,0.15,0.15,1,12420
421,11282,0.15,0.15,1,18598
422,11283,0.15,0.15,1,18601
423,11284,0.15,0.15,1,18604
424,11285,0.15,0.15,1,18607
425,11286,0.15,0.15,1,18607
426,11287,0.15,0.15,1,11798
427,11288,0.15,0.15,1,12436
428,11289,0.15,0.15,1,12435
429,11290,0.15,0.15,1,12434
430,11291,0.15,0.15,1,12433
431,11292,0.15,0.15,1,18504
432,11293,0.15,0.15,1,18502
433,11294,0.15,0.15,1,18408
434,11295,0.15,0.15,1,12440
435,11296,0.15,0.15,1,12439
436,11297,0.15,0.15,1,12438
437,11298,0.15,0.15,1,12442
438,11299,0.15,0.15,1,12443
439,11300,0.15,0.15,1,12444
440,11301,0.15,0.15,1,12445
441,11302,0.15,0.15,1,12446
442,11303,0.15,0.15,1,12447
443,11304,0.15,0.15,1,12448
444,11305,0.15,0.15,1,12449
445,11306,0.15,0.15,1,12450
446,11307,0.15,0.15,1,12450
447,11308,0.15,0.15,1,18290
448,11309,0.15,0.15,1,12453
449,11310,0.15,0.15,1,12454
450,11311,0.15,0.15,1,12455
451,11312,0.15,0.15,1,12456
452,11313,0.15,0.15,1,12457
453,11314,0.15,0.15,1,12457
454,11315,0.15,0.15,1,12459
455,11316,0.15,0.15,1,12459
456,11317,0.15,0.15,1,12460
457,11318,0.15,0.15,1,12461
458,11319,0.15,0.15,1,12462
459,11320,0.15,0.15,1,18230
460,11321,0.15,0.15,1,18231
461,11322,0.15,0.15,1,12465
462,11323,0.15,0.15,1,12465
463,11324,0.15,0.15,1,18229
464,11325,0.15,0.15,1,18227
465,11326,0.15,0.15,1,18226
466,11327,0.15,0.15,1,18225
467,11328,0.15,0.15,1,12466
468,11329,0.15,0.15,1,12466
469,11330,0.15,0.15,1,12563
470,11331,0.15,0.15,1,18492
471,11332,0.15,0.15,1,18493
472,11333,0.15,0.15,1,18494
473,11334,0.15,0.15,1,12564
474,11335,0.15,0.15,1,12565
475,11336,0.15,0.15,1,12566
476,11337,0.15,0.15,1,12567
477,11338,0.15,0.15,1,12568
478,11339,0.15,0.15,1,12569
479,11340,0.15,0.15,1,12570
480,11341,0.15,0.15,1,11764
481,11342,0.15,0.15,1,12571
482,11343,0.15,0.15,1,18346
483,11344,0.15,0.15,1,18347
484,11345,0.15,0.15,1,18348
485,11346,0.15,0.15,1,12554
486,11347,0.15,0.15,1,12554
487,11348,0.15,0.15,1,12555
488,11349,0.15,0.15,1,12556
489,11350,0.15,0.15,1,12557
490,11351,0.15,0.15,1,12558
491,11352,0.15,0.15,1,12559
492,11353,0.15,0.15,1,12560
493,11354,0.15,0.15,1,12561
494,11355,0.15,0.15,1,12561
495,11356,0.15,0.15,1,18505
496,11357,0.15,0.15,1,12543
497,11358,0.15,0.15,1,12543
498,11359,0.15,0.15,1,12544
499,11360,0.15,0.15,1,12545
500,11361,0.15,0.15,1,12546
501,11362,0.15,0.15,1,12547
502,11363,0.15,0.15,1,12548
503,11364,0.15,0.15,1,12549
504,11365,0.15,0.15,1,12550
505,11366,0.15,0.15,1,12551
506,11367,0.15,0.15,1,12552
507,11368,0.15,0.15,1,12552
508,11369,0.15,0.15,1,12516
509,11370,0.15,0.15,1,12517
510,11371,0.15,0.15,1,12518
511,11372,0.15,0.15,1,12519
512,11373,0.15,0.15,1,12520
513,11374,0.15,0.15,1,12334
514,11375,0.15,0.15,1,12521
515,11376,0.15,0.15,1,12522
516,11377,0.15,0.15,1,12523
517,11378,0.15,0.15,1,12523
518,11379,0.15,0.15,1,12524
519,11380,0.15,0.15,1,12525
520,11381,0.15,0.15,1,12526
521,11382,0.15,0.15,1,12527
522,11383,0.15,0.15,1,12528
523,11384,0.15,0.15,1,12529
524,11385,0.15,0.15,1,12168
525,11386,0.15,0.15,1,12532
526,11387,0.15,0.15,1,12167
527,11388,0.15,0.15,1,12533
528,11389,0.15,0.15,1,12534
529,11390,0.15,0.15,1,12535
530,11391,0.15,0.15,1,12536
531,11392,0.15,0.15,1,12537
532,11393,0.15,0.15,1,12538
533,11394,0.15,0.15,1,12539
534,11395,0.15,0.15,1,12540
535,11396,0.15,0.15,1,12541
536,11397,0.15,0.15,1,12425
537,11398,0.15,0.15,1,12424
538,11399,0.15,0.15,1,12423
539,11400,0.15,0.15,1,18665
540,11401,0.15,0.15,1,12430
541,11402,0.15,0.15,1,12429
542,11403,0.15,0.15,1,12428
543,11404,0.15,0.15,1,12427
544,11405,0.15,0.15,1,12426
545,11406,0.15,0.15,1,12470
546,11407,0.15,0.15,1,12471
547,11408,0.15,0.15,1,12472
548,11409,0.15,0.15,1,12472
549,11410,0.15,0.15,1,18112
550,11411,0.15,0.15,1,18112
551,11412,0.15,0.15,1,12472
552,11413,0.15,0.15,1,12472
553,11414,0.15,0.15,1,12471
554,11415,0.15,0.15,1,18180
555,11416,0.15,0.15,1,12469
556,11417,0.15,0.15,1,12468
557,11418,0.15,0.15,1,12467
558,11419,0.15,0.2,1,977
559,11420,0.15,0.2,1,977
560,11421,0.15,0.2,1,976
561,11422,0.15,0.2,1,977
562,11423,0.15,0.2,1,1417
563,11424,0.15,0.2,1,979
564,11425,0.15,0.2,1,980
565,11426,0.15,0.2,1,981
566,11427,0.15,0.2,1,983
567,11428,0.15,0.2,1,984
568,11429,0.15,0.2,1,985
569,11430,0.15,0.2,1,986
570,11431,0.15,0.2,1,987
571,11432,0.15,0.2,1,988
572,11433,0.15,0.2,1,988
573,11434,0.15,0.2,1,988
574,11435,0.15,0.2,1,989
575,11436,0.15,0.2,1,6718
576,11437,0.15,0.2,1,6719
577,11438,0.15,0.2,1,6720
578,11439,0.15,0.2,1,6694
579,11440,0.15,0.2,1,6695
580,11441,0.15,0.2,1,6722
581,11442,0.15,0.2,1,7319
582,11443,0.15,0.2,1,6724
583,11444,0.15,0.2,1,6725
584,11445,0.15,0.2,1,6726
585,11446,0.15,0.2,1,6727
586,11447,0.15,0.2,1,6728
587,11448,0.15,0.2,1,6729
588,11449,0.15,0.2,1,6730
589,11450,0.15,0.2,1,6730
590,11451,0.15,0.2,1,7327
591,11452,0.15,0.2,1,6730
592,11453,0.15,0.2,1,7328
593,11454,0.15,0.2,1,6731
594,11455,0.15,0.2,1,6732
595,11456,0.15,0.2,1,6705
596,11457,0.15,0.2,1,6706
597,11458,0.15,0.2,1,6707
598,11459,0.15,0.2,1,6708
599,11460,0.15,0.2,1,6709
600,11461,0.15,0.2,1,6710
601,11462,0.15,0.2,1,6711
602,11463,0.15,0.2,1,6712
603,11464,0.15,0.2,1,6713
604,11465,0.15,0.2,1,6714
605,11466,0.15,0.2,1,6715
606,11467,0.15,0.2,1,6716
607,11468,0.15,0.2,1,6703
608,11469,0.15,0.2,1,12257
609,11470,0.15,0.2,1,12259
610,11471,0.15,0.2,1,12261
611,11472,0.15,0.2,1,12262
612,11473,0.15,0.2,1,6704
613,11474,0.15,0.2,1,12264
614,11475,0.15,0.2,1,6699
615,11476,0.15,0.2,1,12080
616,11477,0.15,0.2,1,6700
617,11478,0.15,0.2,1,6700
618,11479,0.15,0.2,1,6701
619,11480,0.15,0.2,1,6696
620,11481,0.15,0.2,1,6697
621,11482,0.15,0.2,1,6698
622,11483,0.15,0.2,1,6684
623,11484,0.15,0.2,1,6685
624,11485,0.15,0.2,1,12060
625,11486,0.15,0.2,1,7282
626,11487,0.15,0.2,1,12061
627,11488,0.15,0.2,1,6686
628,11489,0.15,0.2,1,7283
629,11490,0.15,0.2,1,6687
630,11491,0.15,0.2,1,6689
631,11492,0.15,0.2,1,6691
632,11493,0.15,0.2,1,6692
633,11494,0.15,0.2,1,6675
634,11495,0.15,0.2,1,6676
635,11496,0.15,0.2,1,6677
636,11497,0.15,0.2,1,6671
637,11498,0.15,0.2,1,6672
638,11499,0.15,0.2,1,6673
639,11500,0.15,0.2,1,6674
640,11501,0.15,0.2,1,6667
641,11502,0.15,0.2,1,6668
642,11503,0.15,0.2,1,6669
643,11504,0.15,0.2,1,6670
644,11505,0.15,0.2,1,6664
645,11506,0.15,0.2,1,6664
646,11507,0.15,0.2,1,6665
647,11508,0.15,0.2,1,6666
648,11509,0.15,0.2,1,6660
649,11510,0.15,0.2,1,6661
650,11511,0.15,0.2,1,6661
651,11512,0.15,0.2,1,6661
652,11513,0.15,0.2,1,7257
653,11514,0.15,0.2,1,6661
654,11515,0.15,0.2,1,6661
655,11516,0.15,0.2,1,6661
656,11517,0.15,0.2,1,6662
657,11518,0.15,0.2,1,6679
658,11519,0.15,0.2,1,6680
659,11520,0.15,0.2,1,6681
660,11521,0.15,0.2,1,6682
661,11522,0.15,0.2,1,6682
662,11523,0.15,0.2,1,6682
663,11524,0.15,0.2,1,6682
664,11525,0.15,0.2,1,7280
665,11526,0.15,0.2,1,6683
666,11527,0.15,0.2,1,6632
667,11528,0.15,0.2,1,6632
668,11529,0.15,0.2,1,6632
669,11530,0.15,0.2,1,6633
670,11531,0.15,0.2,1,6621
671,11532,0.15,0.2,1,6622
672,11533,0.15,0.2,1,6629
673,11534,0.15,0.2,1,6631
674,11535,0.15,0.2,1,6632
675,11536,0.15,0.2,1,6633
676,11537,0.15,0.2,1,6634
677,11538,0.15,0.2,1,6636
678,11539,0.15,0.2,1,6636
679,11540,0.15,0.2,1,6637
680,11541,0.15,0.2,1,6637
681,11542,0.15,0.2,1,6640
682,11543,0.15,0.2,1,6641
683,11544,0.15,0.2,1,6643
684,11545,0.15,0.2,1,6644
685,11546,0.15,0.2,1,6646
686,11547,0.15,0.2,1,6647
687,11548,0.15,0.2,1,6649
688,11549,0.15,0.2,1,6650
689,11550,0.15,0.2,1,6651
690,11551,0.15,0.2,1,6653
691,11552,0.15,0.2,1,6654
692,11553,0.15,0.2,1,6655
693,11554,0.15,0.2,1,6657
694,11555,0.15,0.2,1,6658
695,11556,0.15,0.2,1,6658
696,11557,0.15,0.2,1,6658
697,11558,0.15,0.2,1,6658
698,11559,0.15,0.2,1,7256
699,11560,0.15,0.2,1,6659
700,11561,0.15,0.2,1,6658
701,11562,0.15,0.2,1,6765
702,11563,0.15,0.2,1,18139
703,11564,0.15,0.2,1,18742
704,11565,0.15,0.2,1,18743
705,11566,0.15,0.2,1,18744
706,11567,0.15,0.2,1,18745
707,11568,0.15,0.2,1,18746
708,11569,0.15,0.2,1,6761
709,11570,0.15,0.2,1,18162
710,11571,0.15,0.2,1,6762
711,11572,0.15,0.2,1,6758
712,11573,0.15,0.2,1,6759
713,11574,0.15,0.2,1,6760
714,11575,0.15,0.2,1,6755
715,11576,0.15,0.2,1,6756
716,11577,0.15,0.2,1,6747
717,11578,0.15,0.2,1,6748
718,11579,0.15,0.2,1,6750
719,11580,0.15,0.2,1,6751
720,11581,0.15,0.2,1,6752
721,11582,0.15,0.2,1,11460
722,11583,0.15,0.2,1,7140
723,11584,0.15,0.2,1,11461
724,11585,0.15,0.2,1,11462
725,11586,0.15,0.2,1,11463
726,11587,0.15,0.2,1,6739
727,11588,0.15,0.2,1,6739
728,11589,0.15,0.2,1,7143
729,11590,0.15,0.2,1,6740
730,11591,0.15,0.2,1,6742
731,11592,0.15,0.2,1,6743
732,11593,0.15,0.2,1,6778
733,11594,0.15,0.2,1,6780
734,11595,0.15,0.2,1,6781
735,11596,0.15,0.2,1,6782
736,11597,0.15,0.2,1,6783
737,11598,0.15,0.2,1,6783
738,11599,0.15,0.2,1,6783
739,11600,0.15,0.2,1,6784
740,11601,0.15,0.2,1,6776
741,11602,0.15,0.2,1,6773
742,11603,0.15,0.2,1,6774
743,11604,0.15,0.2,1,18735
744,11605,0.15,0.2,1,18736
745,11606,0.15,0.2,1,18737
746,11607,0.15,0.2,1,18738
747,11608,0.15,0.2,1,18739
748,11609,0.15,0.2,1,6804
749,11610,0.15,0.2,1,6806
750,11611,0.15,0.2,1,7209
751,11612,0.15,0.2,1,6807
752,11613,0.15,0.2,1,6807
753,11614,0.15,0.2,1,6807
754,11615,0.15,0.2,1,6807
755,11616,0.15,0.2,1,12596
756,11617,0.15,0.2,1,6801
757,11618,0.15,0.2,1,6794
758,11619,0.15,0.2,1,6795
759,11620,0.15,0.2,1,6797
760,11621,0.15,0.2,1,6793
761,11622,0.15,0.2,1,6791
762,11623,0.15,0.2,1,6789
763,11624,0.15,0.2,1,11548
764,11625,0.15,0.2,1,11549
765,11626,0.15,0.2,1,11550
766,11627,0.15,0.2,1,11551
767,11628,0.15,0.2,1,11552
768,11629,0.15,0.2,1,11553
769,11630,0.15,0.2,1,6787
770,11631,0.15,0.2,1,6788
771,11632,0.15,0.2,1,6827
772,11633,0.15,0.2,1,6828
773,11634,0.15,0.2,1,6829
774,11635,0.15,0.2,1,6829
775,11636,0.15,0.2,1,6830
