ID,AID,Type,LinkID
718,6718,1,8251
719,6719,1,8256
720,6720,1,8261
721,6721,1,8157
722,6722,1,8191
723,6723,1,9977
724,6724,1,8425
725,6725,1,8416
726,6726,1,9989
727,6727,1,8408
728,6728,1,10007
729,6729,1,8394
730,6730,1,8371
731,6731,1,10044
732,6732,1,8344
733,6733,1,8327
734,6734,1,10078
735,6735,1,8310
736,6736,1,10096
737,6737,1,8288
738,6738,1,8273
739,6739,1,8272
740,6740,1,10120
741,6741,1,10141
742,6742,1,10155
743,6743,1,3
744,6744,1,47
745,6745,1,48
746,6746,1,76
747,6747,1,87
748,6748,1,1953
749,6749,1,1961
750,6750,1,1966
751,6751,1,6743
752,6752,1,6740
753,6753,1,6729
754,6754,1,9452
755,6755,1,9501
756,6756,1,3589
757,6757,1,3593
758,6758,1,3684
759,6759,1,3673
760,6760,1,3670
761,6761,1,3663
762,6762,1,3659
763,6763,1,3653
764,6764,1,3637
765,6765,1,3627
766,6766,1,3619
767,6767,1,3610
768,6768,1,3601
769,6769,1,3598
770,6770,1,7045
771,6771,1,11243
772,6772,1,11252
773,6773,1,11261
774,6774,1,11273
775,6775,1,11294
776,6776,1,11310
777,6777,1,15920
778,6778,1,15919
779,6779,1,11426
780,6780,1,11425
781,6781,1,11422
782,6782,1,11421
783,6783,1,11391
784,6784,1,11393
785,6785,1,16210
