ID,AID,Type,LinkID
592,592,2,9074
593,593,2,8659
594,594,2,8675
595,595,2,8682
596,596,2,8749
597,597,2,8761
598,598,2,8801
599,599,2,8846
600,600,2,8877
601,601,2,8888
602,602,2,10811
603,603,2,9002
604,604,2,7967
605,605,2,9015
606,606,2,9505
607,607,2,7350
608,608,2,7356
609,609,2,7362
610,610,2,7368
611,611,2,7376
612,612,2,7379
613,613,2,7387
614,614,2,7392
615,615,2,7397
616,616,2,7404
617,617,2,7408
618,618,2,7412
619,619,2,7416
620,620,2,7420
621,621,2,7426
622,622,2,7432
623,623,2,7436
624,624,2,7447
625,625,2,7453
626,626,2,7457
627,627,2,7462
628,628,2,7466
629,629,2,7476
630,630,2,7481
631,631,2,7485
632,632,2,7489
633,633,2,7493
634,634,2,7498
635,635,2,7504
636,636,2,7506
637,637,2,16568
638,638,2,16570
639,639,2,16571
640,640,2,7518
641,641,2,7520
642,642,2,7522
643,643,2,7524
644,644,2,7529
645,645,2,7533
646,646,2,7536
647,647,2,7540
648,648,2,7543
649,649,2,7546
650,650,2,7575
651,651,2,7573
652,652,2,7571
653,653,2,7565
654,654,2,7562
655,655,2,7559
656,656,2,7555
657,657,2,7551
658,658,2,7586
659,659,2,7590
660,660,2,7593
661,661,2,7600
662,662,2,7602
663,663,2,7598
664,664,2,7595
665,665,2,7588
666,666,2,7583
667,667,2,7581
668,668,2,7568
669,669,2,7610
670,670,2,6613
671,671,2,7615
672,672,2,7613
673,673,2,7608
674,674,2,6747
675,675,2,6751
676,676,2,6755
677,677,2,6739
678,678,2,6743
679,679,2,6759
680,680,2,6762
681,681,2,18742
682,682,2,18738
683,683,2,6773
684,684,2,6778
685,685,2,6782
686,686,2,6794
687,687,2,6807
688,688,2,6811
689,689,2,6815
690,690,2,6819
691,691,2,6823
692,692,2,6827
693,693,2,6829
694,694,2,6735
695,695,2,6849
696,696,2,6854
697,697,2,6857
698,698,2,6862
699,699,2,6866
700,700,2,6869
701,701,2,6872
702,702,2,6876
703,703,2,6879
704,704,2,6881
705,705,2,18699
706,706,2,6894
707,707,2,6898
708,708,2,6901
709,709,2,6904
710,710,2,6907
711,711,2,6911
712,712,2,12403
713,713,2,6918
714,714,2,6920
715,715,2,6923
716,716,2,6926
717,717,2,6930
718,718,2,6933
719,719,2,11695
720,720,2,6939
721,721,2,6941
722,722,2,6943
723,723,2,6946
724,724,2,18722
725,725,2,6952
726,726,2,6955
727,727,2,6964
728,728,2,6971
729,729,2,6976
730,730,2,6979
731,731,2,6987
732,732,2,6995
733,733,2,6999
734,734,2,7005
735,735,2,7009
736,736,2,7018
737,737,2,7021
738,738,2,7026
739,739,2,7028
740,740,2,7032
741,741,2,7034
742,742,2,7041
743,743,2,7049
744,744,2,7054
745,745,2,7058
746,746,2,7065
747,747,2,7072
748,748,2,7080
749,749,2,7088
750,750,2,7095
751,751,2,7102
752,752,2,7107
753,753,2,7111
754,754,2,6892
755,755,2,6637
756,756,2,6640
757,757,2,6642
758,758,2,6649
759,759,2,6658
760,760,2,6657
761,761,2,6661
762,762,2,6664
763,763,2,6668
764,764,2,6671
765,765,2,6673
766,766,2,6675
767,767,2,6677
768,768,2,6679
769,769,2,6682
770,770,2,6686
771,771,2,6689
772,772,2,6692
773,773,2,6696
774,774,2,6700
775,775,2,6703
776,776,2,6705
777,777,2,6710
778,778,2,6714
779,779,2,6719
780,780,2,6724
781,781,2,6726
782,782,2,6730
783,783,2,6957
784,784,2,16791
785,785,2,15826
786,786,2,15827
787,787,2,15824
788,788,2,13351
789,789,2,13364
790,790,2,13372
791,791,2,13375
792,792,2,13378
793,793,2,13413
794,794,2,13417
795,795,2,13420
796,796,2,13424
797,797,2,13427
798,798,2,17075
799,799,2,13448
800,800,2,13462
801,801,2,13473
802,802,2,13480
803,803,2,13484
804,804,2,13502
805,805,2,13548
806,806,2,13566
807,807,2,13574
808,808,2,13584
809,809,2,13597
810,810,2,13610
811,811,2,13651
812,812,2,13655
813,813,2,13684
814,814,2,16954
815,815,2,13403
816,816,2,13739
817,817,2,13746
818,818,2,13862
819,819,2,13867
820,820,2,13896
821,821,2,13918
822,822,2,13939
823,823,2,13943
824,824,2,14012
825,825,2,14022
826,826,2,14026
827,827,2,14029
828,828,2,14059
829,829,2,14069
830,830,2,14090
831,831,2,14100
832,832,2,14111
833,833,2,14120
834,834,2,14145
835,835,2,14157
836,836,2,14167
837,837,2,14176
838,838,2,14215
839,839,2,14248
840,840,2,14269
841,841,2,17738
842,842,2,14286
843,843,2,14295
844,844,2,14305
845,845,2,14316
846,846,2,14326
847,847,2,14331
848,848,2,14342
849,849,2,14351
850,850,2,14372
851,851,2,14383
852,852,2,14403
853,853,2,14429
854,854,2,14439
855,855,2,14447
856,856,2,14455
857,857,2,14469
858,858,2,14486
859,859,2,14528
860,860,2,14532
861,861,2,14544
862,862,2,14550
863,863,2,14562
864,864,2,14598
865,865,2,14609
866,866,2,14621
867,867,2,14627
868,868,2,14639
869,869,2,14659
870,870,2,14678
871,871,2,14687
872,872,2,14733
873,873,2,14745
874,874,2,14929
875,875,2,14968
876,876,2,14768
877,877,2,14779
878,878,2,15351
879,879,2,15158
880,880,2,15171
881,881,2,13163
882,882,2,13168
883,883,2,13172
884,884,2,13333
885,885,2,15428
886,886,2,13369
887,887,2,15384
888,888,2,15389
889,889,2,15408
890,890,2,15416
891,891,2,12891
892,892,2,12921
893,893,2,12931
894,894,2,12952
895,895,2,12948
896,896,2,12940
897,897,2,12997
898,898,2,12837
899,899,2,12842
900,900,2,12874
901,901,2,12883
902,902,2,12891
903,903,2,14824
904,904,2,15017
905,905,2,13328
906,906,2,13243
907,907,2,13208
908,908,2,15432
909,909,2,16996
910,910,2,7501
911,911,2,12986
912,912,2,13067
913,913,2,11104
914,914,2,11018
915,915,2,17993
916,916,2,12230
917,917,2,18155
918,918,2,11072
919,919,2,11075
920,920,2,11086
921,921,2,11850
922,922,2,11856
923,923,2,11701
924,924,2,11093
925,925,2,11087
926,926,2,18442
927,927,2,11074
928,928,2,18247
929,929,2,11066
930,930,2,18243
931,931,2,11055
932,932,2,18151
933,933,2,11044
934,934,2,11044
935,935,2,11043
936,936,2,11043
937,937,2,11042
938,938,2,12402
939,939,2,12267
940,940,2,12266
941,941,2,11032
942,942,2,11031
943,943,2,11029
944,944,2,11028
945,945,2,11440
946,946,2,12468
947,947,2,18112
948,948,2,12475
949,949,2,12479
950,950,2,12484
951,951,2,12495
952,952,2,12500
953,953,2,12517
954,954,2,12333
955,955,2,12524
956,956,2,11372
957,957,2,11457
958,958,2,11445
959,959,2,11249
960,960,2,11351
961,961,2,11355
962,962,2,11358
963,963,2,11360
964,964,2,11363
965,965,2,11366
966,966,2,11367
967,967,2,11371
968,968,2,11375
969,969,2,11377
970,970,2,11378
971,971,2,18066
972,972,2,11394
973,973,2,11399
974,974,2,11404
975,975,2,11420
976,976,2,11427
977,977,2,12353
978,978,2,12354
979,979,2,18105
980,980,2,12371
981,981,2,12374
982,982,2,12375
983,983,2,12376
984,984,2,12385
985,985,2,12391
986,986,2,12282
987,987,2,12283
988,988,2,12305
989,989,2,12307
990,990,2,12313
991,991,2,12322
992,992,2,11314
993,993,2,11962
994,994,2,11952
995,995,2,11948
996,996,2,11284
997,997,2,11594
998,998,2,11285
999,999,2,11273
1000,1000,2,11264
1001,1001,2,11259
1002,1002,2,11350
1003,1003,2,12185
1004,1004,2,12190
1005,1005,2,12197
1006,1006,2,12206
1007,1007,2,12208
1008,1008,2,12217
1009,1009,2,12224
1010,1010,2,12237
1011,1011,2,18754
1012,1012,2,12094
1013,1013,2,12095
1014,1014,2,12096
1015,1015,2,12099
1016,1016,2,12113
1017,1017,2,12119
1018,1018,2,12126
1019,1019,2,12139
1020,1020,2,12145
1021,1021,2,12147
1022,1022,2,12151
1023,1023,2,18419
1024,1024,2,11966
1025,1025,2,11941
1026,1026,2,11934
1027,1027,2,11931
1028,1028,2,11928
1029,1029,2,11923
1030,1030,2,11920
1031,1031,2,11997
1032,1032,2,12002
1033,1033,2,12035
1034,1034,2,11874
1035,1035,2,11881
1036,1036,2,11911
1037,1037,2,11771
1038,1038,2,18691
1039,1039,2,11801
1040,1040,2,11821
1041,1041,2,11737
1042,1042,2,11746
1043,1043,2,11748
1044,1044,2,11751
1045,1045,2,12665
1046,1046,2,12661
1047,1047,2,12655
1048,1048,2,12652
1049,1049,2,12651
1050,1050,2,12650
1051,1051,2,18468
1052,1052,2,12641
1053,1053,2,12633
1054,1054,2,12612
1055,1055,2,12608
1056,1056,2,12617
1057,1057,2,12613
1058,1058,2,12616
1059,1059,2,12641
1060,1060,2,12667
1061,1061,2,12669
1062,1062,2,12671
1063,1063,2,12673
1064,1064,2,12681
1065,1065,2,12682
1066,1066,2,12682
1067,1067,2,12683
1068,1068,2,12698
1069,1069,2,12702
1070,1070,2,12704
1071,1071,2,11492
1072,1072,2,11482
1073,1073,2,11505
1074,1074,2,11517
1075,1075,2,11529
1076,1076,2,11540
1077,1077,2,11534
1078,1078,2,11510
1079,1079,2,11501
1080,1080,2,11481
1081,1081,2,11476
1082,1082,2,11618
1083,1083,2,11659
1084,1084,2,11667
1085,1085,2,11668
1086,1086,2,11669
1087,1087,2,18627
1088,1088,2,12579
1089,1089,2,12415
1090,1090,2,12433
1091,1091,2,12439
1092,1092,2,12442
1093,1093,2,12444
1094,1094,2,12449
1095,1095,2,12454
1096,1096,2,12457
1097,1097,2,12462
1098,1098,2,18229
1099,1099,2,12570
1100,1100,2,12567
1101,1101,2,12564
1102,1102,2,12561
1103,1103,2,12554
1104,1104,2,12552
1105,1105,2,18285
1106,1106,2,12541
1107,1107,2,12535
1108,1108,2,11160
1109,1109,2,11158
1110,1110,2,11157
1111,1111,2,11192
1112,1112,2,11196
1113,1113,2,11209
1114,1114,2,11213
1115,1115,2,11216
1116,1116,2,11217
1117,1117,2,11219
1118,1118,2,11221
1119,1119,2,11230
1120,1120,2,11239
1121,1121,2,11240
1122,1122,2,11568
1123,1123,2,11570
1124,1124,2,11573
1125,1125,2,11577
1126,1126,2,11582
1127,1127,2,11586
1128,1128,2,11589
1129,1129,2,11591
1130,1130,2,11591
1131,1131,2,11588
1132,1132,2,11583
1133,1133,2,11580
1134,1134,2,11577
1135,1135,2,11574
1136,1136,2,11571
1137,1137,2,11568
1138,1138,2,6889
1139,1139,2,12424
1140,1140,2,12430
1141,1141,2,12713
1142,1142,2,18579
1143,1143,2,11173
1144,1144,2,11174
1145,1145,2,12529
1146,1146,2,12670
1147,1147,2,12668
1148,1148,0,9846
1149,1149,0,9890
1150,1150,0,9949
1151,1151,0,16149
1152,1152,0,16143
1153,1153,0,15711
1154,1154,0,15724
1155,1155,0,15730
1156,1156,0,15736
1157,1157,0,15742
1158,1158,0,15744
1159,1159,0,15749
1160,1160,0,15798
1161,1161,0,15764
1162,1162,0,15826
1163,1163,0,15868
1164,1164,0,15874
1165,1165,0,15889
1166,1166,0,15909
1167,1167,0,15927
1168,1168,0,15996
1169,1169,0,16006
1170,1170,0,16016
1171,1171,0,16025
1172,1172,0,16058
1173,1173,0,16065
1174,1174,0,16079
1175,1175,0,16095
1176,1176,0,15724
1177,1177,0,15736
1178,1178,0,15744
1179,1179,0,15752
1180,1180,0,15796
1181,1181,0,15831
1182,1182,0,15840
1183,1183,0,15851
1184,1184,0,15859
1185,1185,0,15887
1186,1186,0,15895
1187,1187,0,15890
1188,1188,0,15932
1189,1189,0,16007
1190,1190,0,16018
1191,1191,0,15688
1192,1192,0,15645
1193,1193,0,15832
1194,1194,0,15848
1195,1195,0,15942
1196,1196,0,13388
1197,1197,0,13631
1198,1198,0,13646
1199,1199,0,13672
1200,1200,0,13692
1201,1201,0,13743
1202,1202,0,13748
1203,1203,0,13750
1204,1204,0,13762
1205,1205,0,13775
1206,1206,0,13793
1207,1207,0,13809
1208,1208,0,13821
1209,1209,0,13830
1210,1210,0,13840
1211,1211,0,13915
1212,1212,0,13928
1213,1213,0,13960
1214,1214,0,13966
1215,1215,0,13969
1216,1216,0,13984
1217,1217,0,14000
1218,1218,0,14003
1219,1219,0,14777
1220,1220,0,14783
1221,1221,0,14787
1222,1222,0,13119
1223,1223,0,13125
1224,1224,0,13133
1225,1225,0,13142
1226,1226,0,13147
1227,1227,0,13153
1228,1228,0,13371
1229,1229,0,12739
1230,1230,0,12747
1231,1231,0,12751
1232,1232,0,17060
1233,1233,0,15394
1234,1234,0,15403
1235,1235,0,11025
1236,1236,0,11030
1237,1237,0,11039
1238,1238,0,11040
1239,1239,0,11048
1240,1240,0,11054
1241,1241,0,11057
1242,1242,0,11062
1243,1243,0,11073
1244,1244,0,11073
1245,1245,0,11078
1246,1246,0,11084
1247,1247,0,11087
1248,1248,0,11093
1249,1249,0,11099
1250,1250,0,11102
1251,1251,0,11076
1252,1252,0,11075
1253,1253,0,11074
1254,1254,0,11073
1255,1255,0,11071
1256,1256,0,11058
1257,1257,0,12103
1258,1258,0,11045
1259,1259,0,11039
1260,1260,0,11037
1261,1261,0,11026
1262,1262,0,11018
1263,1263,0,11239
1264,1264,0,18028
1265,1265,0,12346
1266,1266,0,12348
1267,1267,0,12351
1268,1268,0,12352
1269,1269,0,12356
1270,1270,0,12361
1271,1271,0,12366
1272,1272,0,18101
1273,1273,0,12392
1274,1274,0,12394
1275,1275,0,12278
1276,1276,0,12299
1277,1277,0,12321
1278,1278,0,11974
1279,1279,0,11983
1280,1280,0,11986
1281,1281,0,11988
1282,1282,0,11989
1283,1283,0,11992
1284,1284,0,11994
1285,1285,0,12018
1286,1286,0,12025
1287,1287,0,12042
1288,1288,0,12044
1289,1289,0,11866
1290,1290,0,11868
1291,1291,0,11869
1292,1292,0,11798
1293,1293,0,11799
1294,1294,0,11847
1295,1295,0,11722
1296,1296,0,11171
1297,1297,0,11733
1298,1298,0,12702
1299,1299,0,18525
1300,1300,0,12678
1301,1301,0,12624
1302,1302,0,12611
1303,1303,0,11626
1304,1304,0,11637
1305,1305,0,11183
1306,1306,0,11182
1307,1307,0,11895
1308,1308,0,11189
1309,1309,0,11193
1310,1310,0,11200
1311,1311,0,11233
1312,1312,0,12301
1313,1313,0,11221
1314,1314,0,11214
1315,1315,0,11205
1316,1316,0,12652
1317,1317,0,12672
1318,1318,0,12669
1319,1319,0,12667
1320,1320,1,8855
1321,1321,1,8823
1322,1322,1,8783
1323,1323,1,13872
1324,1324,1,8836
1325,1325,1,9927
1326,1326,1,9929
1327,1327,1,9826
1328,1328,1,9829
1329,1329,1,9832
1330,1330,1,9836
1331,1331,1,9834
1332,1332,1,9839
1333,1333,1,9856
1334,1334,1,9854
1335,1335,1,9852
1336,1336,1,9970
1337,1337,1,9967
1338,1338,1,9341
1339,1339,1,8471
1340,1340,1,8462
1341,1341,1,8453
1342,1342,1,8445
1343,1343,1,8438
1344,1344,1,15758
1345,1345,1,15716
1346,1346,1,15727
1347,1347,1,15733
1348,1348,1,15740
1349,1349,1,15743
1350,1350,1,15744
1351,1351,1,15757
1352,1352,1,15769
1353,1353,1,15828
1354,1354,1,15873
1355,1355,1,15881
1356,1356,1,15896
1357,1357,1,15917
1358,1358,1,16003
1359,1359,1,16011
1360,1360,1,16045
1361,1361,1,16061
1362,1362,1,16073
1363,1363,1,16086
1364,1364,1,16102
1365,1365,1,16109
1366,1366,1,15714
1367,1367,1,15731
1368,1368,1,15741
1369,1369,1,15748
1370,1370,1,15763
1371,1371,1,15822
1372,1372,1,15836
1373,1373,1,15846
1374,1374,1,15854
1375,1375,1,15876
1376,1376,1,15892
1377,1377,1,15888
1378,1378,1,15908
1379,1379,1,16013
1380,1380,1,15705
1381,1381,1,15666
1382,1382,1,15839
1383,1383,1,15940
1384,1384,1,15944
1385,1385,1,13350
1386,1386,1,13357
1387,1387,1,13373
1388,1388,1,13376
1389,1389,1,13412
1390,1390,1,13415
1391,1391,1,13422
1392,1392,1,13425
1393,1393,1,13653
1394,1394,1,13685
1395,1395,1,16978
1396,1396,1,13382
1397,1397,1,13393
1398,1398,1,13418
1399,1399,1,17124
1400,1400,1,13640
1401,1401,1,13649
1402,1402,1,13679
1403,1403,1,13662
1404,1404,1,13700
1405,1405,1,17021
1406,1406,1,12724
1407,1407,1,13747
1408,1408,1,13749
1409,1409,1,13756
1410,1410,1,13766
1411,1411,1,13782
1412,1412,1,13801
1413,1413,1,13816
1414,1414,1,13823
1415,1415,1,13836
1416,1416,1,13851
1417,1417,1,13869
1418,1418,1,13865
1419,1419,1,13895
1420,1420,1,13905
1421,1421,1,13917
1422,1422,1,13927
1423,1423,1,13934
1424,1424,1,13941
1425,1425,1,13950
1426,1426,1,13963
1427,1427,1,13967
1428,1428,1,13974
1429,1429,1,13993
1430,1430,1,14001
1431,1431,1,14008
1432,1432,1,14017
1433,1433,1,14024
1434,1434,1,14027
1435,1435,1,14033
1436,1436,1,14786
1437,1437,1,14790
1438,1438,1,13123
1439,1439,1,13127
1440,1440,1,13138
1441,1441,1,13144
1442,1442,1,13150
1443,1443,1,15422
1444,1444,1,12745
1445,1445,1,12748
1446,1446,1,15381
1447,1447,1,15387
1448,1448,1,15390
1449,1449,1,15399
1450,1450,1,15407
1451,1451,1,15417
1452,1452,1,15412
1453,1453,1,12887
1454,1454,1,13238
1455,1455,1,13244
1456,1456,1,11018
1457,1457,1,11021
1458,1458,1,11024
1459,1459,1,11028
1460,1460,1,11038
